android.webkit.WebView#setFocusableInTouchMode	count=1	duplicates=0
android.telephony.PhoneStateListener#onServiceStateChanged	count=1	duplicates=0
android.telephony.SmsManager#sendTextMessage	count=1	duplicates=0
android.telephony.SmsManager#divideMessage	count=1	duplicates=0
android.telephony.SmsManager#getDefault	count=1	duplicates=0
android.telephony.SmsMessage#getDisplayMessageBody	count=1	duplicates=0
android.telephony.SmsMessage#createFromPdu	count=1	duplicates=0
android.telephony.SmsMessage#getDisplayOriginatingAddress	count=1	duplicates=0
android.text.style.StyleSpan	count=1	duplicates=0
android.text.style.ForegroundColorSpan	count=1	duplicates=0
android.text.style.URLSpan	count=1	duplicates=0
android.provider.Contacts$ContactMethods	count=1	duplicates=0
java.lang.OutOfMemoryError	count=1	duplicates=0
android.net.NetworkInfo#isRoaming	count=1	duplicates=0
android.net.wifi.ScanResult#toString	count=1	duplicates=0
android.telephony.cdma.CdmaCellLocation#getBaseStationId	count=1	duplicates=0
android.telephony.cdma.CdmaCellLocation#getSystemId	count=1	duplicates=0
android.telephony.cdma.CdmaCellLocation#getNetworkId	count=1	duplicates=0
android.accounts.AccountManager#getAccountsByType	count=1	duplicates=0
android.accounts.AccountManager#get	count=1	duplicates=0
java.util.zip.GZIPInputStream	count=1	duplicates=0
android.content.Intent$ShortcutIconResource	count=1	duplicates=0
android.text.style.UnderlineSpan	count=1	duplicates=0
android.location.Address#getCountryCode	count=1	duplicates=0
android.location.Address#getPostalCode	count=1	duplicates=0
android.net.NetworkInfo#getSubtype	count=1	duplicates=0
android.net.wifi.WifiManager$WifiLock#release	count=1	duplicates=0
android.net.wifi.WifiManager#createWifiLock	count=1	duplicates=0
android.net.wifi.WifiManager$WifiLock#acquire	count=1	duplicates=0
